coo: 48.867502_12.600753;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2021-01-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.25;136.24;12.25;148.84;16.33;162.45;18.11;176.78;17.42;191.26;14.33;205.25;9.14;218.32;2.25;230.35;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.28;136.10;12.30;148.70;16.39;162.32;18.20;176.67;17.53;191.16;14.45;205.17;9.27;218.26;2.39;230.31;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.31;135.96;12.35;148.57;16.46;162.19;18.29;176.55;17.64;191.07;14.58;205.10;9.40;218.21;2.53;230.27;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.35;135.82;12.41;148.43;16.54;162.06;18.39;176.44;17.76;190.97;14.71;205.03;9.54;218.16;2.67;230.24;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.39;135.67;12.47;148.29;16.63;161.93;18.50;176.32;17.88;190.88;14.85;204.96;9.69;218.12;2.82;230.22;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.44;135.53;12.54;148.14;16.72;161.80;18.61;176.21;18.01;190.79;14.99;204.90;9.84;218.08;2.98;230.20;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.50;135.37;12.62;148.00;16.82;161.67;18.73;176.10;18.15;190.71;15.15;204.84;10.00;218.05;3.14;230.19;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.57;135.22;12.71;147.85;16.93;161.54;18.86;175.99;18.30;190.62;15.30;204.79;10.17;218.02;3.31;230.18;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.64;135.07;12.80;147.71;17.05;161.41;19.00;175.88;18.45;190.54;15.47;204.74;10.34;217.99;3.48;230.18;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.72;134.91;12.90;147.56;17.17;161.27;19.14;175.77;18.61;190.46;15.64;204.69;10.51;217.97;3.66;230.18;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.81;134.75;13.01;147.41;17.30;161.14;19.30;175.66;18.78;190.39;15.81;204.65;10.69;217.96;3.84;230.19;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.79;122.94;6.91;134.59;13.13;147.26;17.44;161.01;19.45;175.56;18.95;190.32;16.00;204.61;10.88;217.95;4.03;230.20;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.70;122.77;7.01;134.43;13.25;147.11;17.59;160.88;19.62;175.46;19.13;190.25;16.19;204.57;11.07;217.95;4.22;230.22;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.61;122.60;7.12;134.26;13.38;146.96;17.74;160.75;19.79;175.36;19.32;190.18;16.38;204.54;11.27;217.95;4.41;230.25;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.51;122.42;7.23;134.10;13.52;146.81;17.90;160.62;19.97;175.26;19.51;190.12;16.58;204.52;11.47;217.95;4.61;230.28;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.41;122.24;7.36;133.93;13.66;146.66;18.06;160.50;20.15;175.16;19.71;190.06;16.79;204.50;11.68;217.96;4.82;230.32;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.30;122.07;7.49;133.77;13.81;146.51;18.24;160.37;20.35;175.07;19.92;190.01;17.00;204.48;11.89;217.98;5.03;230.36;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.18;121.88;7.62;133.60;13.97;146.36;18.42;160.24;20.54;174.97;20.13;189.95;17.22;204.47;12.11;218.00;5.24;230.41;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.06;121.70;7.76;133.43;14.14;146.21;18.60;160.11;20.75;174.88;20.35;189.90;17.44;204.46;12.33;218.03;5.45;230.46;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.07;121.52;7.91;133.25;14.31;146.05;18.80;159.99;20.96;174.79;20.57;189.86;17.66;204.46;12.55;218.06;5.67;230.52;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.21;121.33;8.07;133.08;14.49;145.90;19.00;159.86;21.18;174.71;20.80;189.82;17.90;204.46;12.78;218.10;5.90;230.59;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.36;121.14;8.23;132.91;14.67;145.75;19.20;159.74;21.40;174.62;21.03;189.78;18.14;204.46;13.02;218.14;6.12;230.66;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.51;120.96;8.40;132.74;14.86;145.59;19.41;159.62;21.63;174.54;21.27;189.75;18.38;204.47;13.26;218.19;6.36;230.74;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.67;120.77;8.58;132.56;15.06;145.44;19.63;159.50;21.87;174.46;21.52;189.71;18.63;204.49;13.50;218.24;6.59;230.82;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.83;120.58;8.76;132.39;15.27;145.29;19.86;159.38;22.11;174.39;21.77;189.69;18.88;204.51;13.74;218.30;6.83;230.91;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.00;120.38;8.95;132.21;15.48;145.14;20.09;159.26;22.36;174.31;22.03;189.66;19.13;204.54;13.99;218.37;7.07;231.00;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.18;120.19;9.15;132.03;15.69;144.98;20.33;159.14;22.61;174.24;22.29;189.65;19.40;204.57;14.25;218.44;7.31;231.10;--;--;--;--;--;--;--;--;--;--;--;--;
2021-01-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.36;120.00;9.35;131.86;15.92;144.83;20.57;159.02;22.87;174.17;22.56;189.63;19.66;204.60;14.51;218.52;7.56;231.21;-0.70;242.86;--;--;--;--;--;--;--;--;--;--;
2021-01-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.55;119.80;9.56;131.68;16.15;144.68;20.82;158.91;23.14;174.11;22.83;189.62;19.93;204.64;14.77;218.60;7.81;231.32;-0.46;243.00;--;--;--;--;--;--;--;--;--;--;
2021-01-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.74;119.61;9.77;131.50;16.38;144.53;21.08;158.80;23.41;174.04;23.11;189.61;20.20;204.69;15.03;218.68;8.06;231.44;-0.22;243.13;--;--;--;--;--;--;--;--;--;--;
2021-01-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.94;119.41;9.99;131.33;16.62;144.38;21.34;158.68;23.68;173.98;23.39;189.61;20.48;204.74;15.30;218.78;8.31;231.56;0.02;243.28;--;--;--;--;--;--;--;--;--;--;
2021-02-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.15;119.21;10.22;131.15;16.87;144.23;21.61;158.57;23.97;173.93;23.67;189.61;20.76;204.79;15.57;218.87;8.57;231.69;0.26;243.43;--;--;--;--;--;--;--;--;--;--;
